,instruction,tweet_no_rt,type_of_message
144,indicates who has (or how many people have) been injured or dead,@SportsSturm Hey Bob can you ask @bracketdan now that there are 39 American deaths does Sandy count as a major storm?......,Informative: casualties (people injured or dead)
145,indicates who has (or how many people have) been injured or dead,@SportsSturm Hey Bob can you ask @bracketdan now that there are 39 American deaths does Sandy count as a major storm?......,Informative: casualties (people injured or dead)
146,indicates who has (or how many people have) been injured or dead,@SportsSturm Hey Bob can you ask @bracketdan now that there are 39 American deaths does Sandy count as a major storm?......,Informative: casualties (people injured or dead)
147,indicates what the contents of a photo/video are about,Live Blog: Surreal scenes in the aftermath of #Sandy government response and more http://t.co/03MHqJFx,Informative: other type of photos/videos (not in the above classes)
148,indicates what the contents of a photo/video are about,Live Blog: Surreal scenes in the aftermath of #Sandy government response and more http://t.co/03MHqJFx,Informative: other type of photos/videos (not in the above classes)
149,"names a structure, road, service, line, etc. that is not working or has been damaged",Sandy wreaks havoc on a Houston Symphony concert but a violinist swoops in to save the day http://t.co/0uzfxA3W,"Informative: damage (building, road, lines, etc.)"
150,"names a structure, road, service, line, etc. that is not working or has been damaged",Sandy wreaks havoc on a Houston Symphony concert but a violinist swoops in to save the day http://t.co/0uzfxA3W,"Informative: damage (building, road, lines, etc.)"
151,"names a structure, road, service, line, etc. that is not working or has been damaged",Sandy wreaks havoc on a Houston Symphony concert but a violinist swoops in to save the day http://t.co/0uzfxA3W,"Informative: damage (building, road, lines, etc.)"
152,"names a structure, road, service, line, etc. that is not working or has been damaged",Sandy wreaks havoc on a Houston Symphony concert but a violinist swoops in to save the day http://t.co/0uzfxA3W,"Informative: damage (building, road, lines, etc.)"
153,"names a structure, road, service, line, etc. that is not working or has been damaged",Sandy wreaks havoc on a Houston Symphony concert but a violinist swoops in to save the day http://t.co/0uzfxA3W,"Informative: damage (building, road, lines, etc.)"
154,"names a structure, road, service, line, etc. that is not working or has been damaged",Sandy wreaks havoc on a Houston Symphony concert but a violinist swoops in to save the day http://t.co/0uzfxA3W,"Informative: damage (building, road, lines, etc.)"
155,"names a structure, road, service, line, etc. that is not working or has been damaged",Sandy wreaks havoc on a Houston Symphony concert but a violinist swoops in to save the day http://t.co/0uzfxA3W,"Informative: damage (building, road, lines, etc.)"
156,indicates what the contents of a photo/video are about,HURRICANE SANDY: A double rainbow touches down in Manhattan this morning signaling an end to the stormiest of weather. http://t.co/lUSbBV4v,Informative: other type of photos/videos (not in the above classes)
157,indicates what the contents of a photo/video are about,HURRICANE SANDY: A double rainbow touches down in Manhattan this morning signaling an end to the stormiest of weather. http://t.co/lUSbBV4v,Informative: other type of photos/videos (not in the above classes)
158,indicates what the contents of a photo/video are about,HURRICANE SANDY: A double rainbow touches down in Manhattan this morning signaling an end to the stormiest of weather. http://t.co/lUSbBV4v,Informative: other type of photos/videos (not in the above classes)
159,indicates what the contents of a photo/video are about,HURRICANE SANDY: A double rainbow touches down in Manhattan this morning signaling an end to the stormiest of weather. http://t.co/lUSbBV4v,Informative: other type of photos/videos (not in the above classes)
160,indicates what the contents of a photo/video are about,HURRICANE SANDY: A double rainbow touches down in Manhattan this morning signaling an end to the stormiest of weather. http://t.co/lUSbBV4v,Informative: other type of photos/videos (not in the above classes)
161,indicates what the contents of a photo/video are about,HURRICANE SANDY: A double rainbow touches down in Manhattan this morning signaling an end to the stormiest of weather. http://t.co/lUSbBV4v,Informative: other type of photos/videos (not in the above classes)
162,indicates who has (or how many people have) been injured or dead,Mayor of New York Michael Bloomberg says superstorm #Sandy has resulted in 18 deaths in NYC,Informative: casualties (people injured or dead)
163,indicates who has (or how many people have) been injured or dead,Mayor of New York Michael Bloomberg says superstorm #Sandy has resulted in 18 deaths in NYC,Informative: casualties (people injured or dead)
164,indicates who has (or how many people have) been injured or dead,Mayor of New York Michael Bloomberg says superstorm #Sandy has resulted in 18 deaths in NYC,Informative: casualties (people injured or dead)
165,indicates who has (or how many people have) been injured or dead,Mayor of New York Michael Bloomberg says superstorm #Sandy has resulted in 18 deaths in NYC,Informative: casualties (people injured or dead)
166,indicates who has (or how many people have) been injured or dead,Mayor of New York Michael Bloomberg says superstorm #Sandy has resulted in 18 deaths in NYC,Informative: casualties (people injured or dead)
167,indicates who has (or how many people have) been injured or dead,Mayor of New York Michael Bloomberg says superstorm #Sandy has resulted in 18 deaths in NYC,Informative: casualties (people injured or dead)
168,indicates what the contents of a photo/video are about,Whoa RT: @danielpetty Best of the wire photos from Hurricane #Sandy so far http://t.co/8Aehy8HT,Informative: other type of photos/videos (not in the above classes)
169,indicates what the contents of a photo/video are about,Whoa RT: @danielpetty Best of the wire photos from Hurricane #Sandy so far http://t.co/8Aehy8HT,Informative: other type of photos/videos (not in the above classes)
170,indicates what the contents of a photo/video are about,Whoa RT: @danielpetty Best of the wire photos from Hurricane #Sandy so far http://t.co/8Aehy8HT,Informative: other type of photos/videos (not in the above classes)
171,indicates what the contents of a photo/video are about,Whoa RT: @danielpetty Best of the wire photos from Hurricane #Sandy so far http://t.co/8Aehy8HT,Informative: other type of photos/videos (not in the above classes)
172,indicates what the contents of a photo/video are about,Whoa RT: @danielpetty Best of the wire photos from Hurricane #Sandy so far http://t.co/8Aehy8HT,Informative: other type of photos/videos (not in the above classes)
173,indicates what the contents of a photo/video are about,Whoa RT: @danielpetty Best of the wire photos from Hurricane #Sandy so far http://t.co/8Aehy8HT,Informative: other type of photos/videos (not in the above classes)
174,"names a structure, road, service, line, etc. that is not working or has been damaged",You watching this #Sandy is fucking up #EmpireState,"Informative: damage (building, road, lines, etc.)"
175,"names a structure, road, service, line, etc. that is not working or has been damaged",You watching this #Sandy is fucking up #EmpireState,"Informative: damage (building, road, lines, etc.)"
176,"names a structure, road, service, line, etc. that is not working or has been damaged",You watching this #Sandy is fucking up #EmpireState,"Informative: damage (building, road, lines, etc.)"
177,"names a structure, road, service, line, etc. that is not working or has been damaged",You watching this #Sandy is fucking up #EmpireState,"Informative: damage (building, road, lines, etc.)"
178,"names a structure, road, service, line, etc. that is not working or has been damaged",You watching this #Sandy is fucking up #EmpireState,"Informative: damage (building, road, lines, etc.)"
179,"names a structure, road, service, line, etc. that is not working or has been damaged",You watching this #Sandy is fucking up #EmpireState,"Informative: damage (building, road, lines, etc.)"
180,"names a structure, road, service, line, etc. that is not working or has been damaged",You watching this #Sandy is fucking up #EmpireState,"Informative: damage (building, road, lines, etc.)"
181,"indicates what (money, goods, work, free services, etc.) is being offered as a donation",.@RedCross blood banks are running low due to Hurricane #Sandy canceling blood drives. Find a bank here & donate: http://t.co/vfyILNRk,"Informative: offers/gives donations of money, goods, or free services"
182,"indicates what (money, goods, work, free services, etc.) is being offered as a donation",.@RedCross blood banks are running low due to Hurricane #Sandy canceling blood drives. Find a bank here & donate: http://t.co/vfyILNRk,"Informative: offers/gives donations of money, goods, or free services"
